created_datetime,favorites_count,retweet_count,tweet_id,user_favorites,user_followers
2017-05-28 17:23:24,66158,14831,868880397819494401,135431,7079295
2017-05-28 01:26:04,0,2144,868639477480148993,135431,7079295
2017-05-28 00:18:35,27458,5900,868622495443632128,135431,7079295
2017-05-27 19:39:34,10249,2144,868552278524837888,135431,7079295
2017-05-26 00:29:37,24404,4270,867900495410671616,135431,7079295
2017-05-25 16:10:44,34350,7510,867774946302451713,135431,7079295
2017-05-24 16:44:18,16322,2579,867421006826221569,135431,7079295
2017-05-23 17:40:04,0,130,867072653475098625,135431,7079295
2017-05-23 16:16:06,32619,8071,867051520902168576,135431,7079295
2017-05-22 18:21:28,20320,4955,866720684873056260,135431,7079295
2017-05-22 16:06:55,19575,3582,866686824827068416,135431,7079295
2017-05-22 00:28:40,123831,36193,866450705531457537,135431,7079295
2017-05-21 16:48:45,53307,14867,866334964761202691,135431,7079295
2017-05-21 00:53:21,0,8616,866094527597207552,135431,7079295
2017-05-19 23:57:46,25939,5768,865718153858494464,135431,7079295
2017-05-19 00:12:11,26845,5145,865359393868664832,135431,7079295
2017-05-18 00:50:50,28405,7903,865006731092295680,135431,7079295
2017-05-17 16:00:15,32791,8992,864873206498414592,135431,7079295
2017-05-16 00:41:21,14846,3135,864279568663928832,135431,7079295
2017-05-15 19:14:50,30651,9229,864197398364647424,135431,7079295
2017-05-15 00:02:33,20952,4274,863907417377173506,135431,7079295
2017-05-14 00:34:33,15545,4304,863553081350529029,135431,7079295
2017-05-13 19:11:30,0,2556,863471782782697472,135431,7079295
2017-05-13 16:33:49,24209,5440,863432100342583297,135431,7079295
2017-05-13 16:15:35,2297,99,863427515083354112,135431,7079295
2017-05-12 17:12:53,8916,1136,863079547188785154,135431,7079295
2017-05-12 16:05:02,8681,2556,863062471531167744,135431,7079295
2017-05-12 00:46:44,19537,5259,862831371563274240,135431,7079295
2017-05-11 17:34:13,17393,3656,862722525377298433,135431,7079295
2017-05-11 00:01:27,20923,5135,862457590147678208,135431,7079295
2017-05-10 00:08:34,76051,24144,862096992088072192,135431,7079295
2017-05-08 00:54:59,36770,11087,861383897657036800,135431,7079295
2017-05-07 18:36:02,17531,4322,861288531465048066,135431,7079295
2017-05-06 23:49:50,17068,3947,861005113778896900,135431,7079295
2017-05-06 22:16:42,0,2245,860981674716409858,135431,7079295
2017-05-06 18:27:40,0,846,860924035999428608,135431,7079295
2017-05-05 18:36:06,7663,2245,860563773140209665,135431,7079295
2017-05-05 16:00:04,24117,5471,860524505164394496,135431,7079295
2017-05-04 23:34:55,18695,3612,860276583193509888,135431,7079295
2017-05-04 17:30:24,17042,6062,860184849394610176,135431,7078981
2017-05-04 17:01:34,0,32146,860177593139703809,135431,7079296
2017-05-04 00:15:58,19961,4259,859924526012018688,135431,7079296
2017-05-03 19:26:06,15751,3638,859851578198683649,135431,7079296
2017-05-03 03:17:27,19020,1638,859607811541651456,135431,7079296
2017-05-02 00:04:57,92133,31499,859196978902773760,135431,7079296
2017-05-01 15:58:40,34689,14174,859074603037188101,135431,7079296
2017-05-01 01:47:28,0,8480,858860390427611136,135431,7079296
2017-05-01 00:40:27,15912,3623,858843525470990336,135431,7079296
2017-04-30 00:02:42,22056,5053,858471635011153920,135431,7079296
2017-04-28 23:57:28,16131,3037,858107933456039936,135431,7079296
2017-04-28 16:08:49,16526,2700,857989990357356544,135431,7079296
2017-04-28 00:00:54,35146,11094,857746408056729600,135431,7079296
2017-04-27 00:38:11,6080,1711,857393404942143489,135431,7079296
2017-04-26 16:00:39,20550,4735,857263160327368704,135431,7079296
2017-04-26 12:48:51,236,20,857214891891077121,135431,7079296
2017-04-26 02:41:43,0,178,857062103051644929,135431,7079296
2017-04-26 00:33:27,19444,4187,857029823797047296,135431,7079296
2017-04-24 20:17:23,0,11211,856602993587888130,135431,7079296
2017-04-24 16:22:16,16728,3021,856543823941562368,135431,7079296
2017-04-24 15:13:52,12159,1971,856526610513747968,135431,7079296
2017-04-24 02:15:55,0,712,856330835276025856,135431,7079296
2017-04-23 23:26:03,530,17,856288084350160898,135431,7079296
2017-04-23 23:01:59,28482,6633,856282028240666624,135431,7079296
2017-04-22 19:15:32,359,28,855862651834028034,135431,7079296
2017-04-22 19:05:32,5155,1090,855860136149123072,135431,7079296
2017-04-22 18:55:51,12188,2228,855857698524602368,135431,7079296
2017-04-22 18:31:02,46791,18611,855851453814013952,135431,7079296
2017-04-22 16:18:34,27391,5735,855818117272018944,135431,7079296
2017-04-21 16:33:22,30888,8676,855459453768019968,135431,7079296
2017-04-21 02:22:29,0,6303,855245323840757760,135431,7079296
2017-04-20 19:16:59,0,48,855138241867124737,135431,7079296
2017-04-19 16:25:34,23608,6453,854732716440526848,135431,7079296
2017-04-18 23:50:52,30329,7275,854482394044301312,135431,7079296
2017-04-18 16:05:17,19561,4966,854365224396361728,135431,7079296
2017-04-17 23:52:16,33096,7946,854120357044912130,135431,7079296
2017-04-17 16:34:26,16771,3336,854010172552949760,135431,7079296
2017-04-17 00:03:50,29672,6147,853760880890318849,135431,7079296
2017-04-16 16:00:07,36221,10773,853639147608842240,135431,7079296
2017-04-15 17:32:18,16128,3785,853299958564483072,135431,7079296
2017-04-14 17:27:40,0,2156,852936405516943360,135431,7079296
2017-04-14 15:51:39,9404,1958,852912242202992640,135431,7079296
2017-04-13 23:59:28,15522,2289,852672615818899456,135431,7079296
2017-04-13 16:05:56,17043,3746,852553447878664193,135431,7079296
2017-04-13 00:03:59,34507,10549,852311364735569921,135431,7079296
2017-04-12 18:25:07,20848,7271,852226086759018497,135431,7079296
2017-04-12 16:00:27,11938,1684,852189679701164033,135431,7079296
2017-04-12 00:23:33,0,10300,851953902622658560,135431,7079296
2017-04-11 18:15:55,0,23,851861385021730816,135431,7079296
2017-04-11 00:24:08,16895,3702,851591660324737024,135431,7079296
2017-04-10 16:00:07,25332,7562,851464819735769094,135431,7079296
2017-04-10 00:06:42,21582,6125,851224888060895234,135431,7079296
2017-04-08 16:54:09,32454,9949,850753642995093505,135431,7079296
2017-04-07 16:10:12,13649,2798,850380195714523136,135431,7079296
2017-04-07 13:04:55,3578,357,850333567704068097,135431,7079296
2017-04-07 00:38:06,17077,4100,850145622816686080,135431,7079296
2017-04-06 16:18:05,21418,5253,850019790995546112,135431,7079296
2017-04-06 00:13:11,31898,8162,849776966551130114,135431,7079296
2017-04-05 17:00:34,0,5326,849668094696017920,135431,7079296
2017-04-05 00:04:08,16626,3372,849412302885593088,135431,7079296
2017-04-04 19:03:06,11978,2035,849336543269576704,135431,7079296
2017-04-04 00:12:06,44515,9161,849051919805034497,135431,7079296
2017-04-03 00:16:10,26446,4642,848690551926992896,135431,7079296
2017-04-02 00:03:26,25971,4952,848324959059550208,135431,7079296
2017-04-01 16:41:12,8576,807,848213670039564288,135431,7079296
2017-04-01 16:35:01,17146,3321,848212111729840128,135431,7079296
2017-04-01 01:08:10,0,3508,847978865427394560,135431,7079296
2017-04-01 00:39:12,0,463,847971574464610304,135431,7079296
2017-04-01 00:04:17,24682,5512,847962785489326080,135431,7079296
2017-03-31 16:07:33,5765,1450,847842811428974592,135431,7079296
2017-03-31 01:11:22,7366,453,847617282490613760,135431,7079296
2017-03-31 00:27:14,19709,3648,847606175596138505,135431,7079296
2017-03-30 00:56:03,21481,4624,847251039262605312,135431,7079296
2017-03-29 18:43:12,21020,6317,847157206088847362,135431,7079296
2017-03-29 16:00:12,22537,3439,847116187444137987,135431,7079296
2017-03-29 00:01:05,21139,4233,846874817362120707,135431,7079296
2017-03-28 00:07:32,47067,12545,846514051647705089,135431,7079296
2017-03-27 23:35:28,14919,3348,846505985330044928,135431,7079296
2017-03-27 00:15:53,33435,9801,846153765933735936,135431,7079296
2017-03-26 23:20:02,32512,10643,846139713627017216,135431,7079296
2017-03-26 16:55:29,16845,3118,846042936437604353,135431,7079296
2017-03-26 01:38:00,30885,9458,845812042753855489,135431,7079296
2017-03-25 16:45:08,26480,5177,845677943972139009,135431,7079296
2017-03-24 22:08:59,8037,1969,845397057150107648,135431,7079296
2017-03-24 16:10:40,24610,5839,845306882940190720,135431,7079296
2017-03-24 02:22:04,0,8300,845098359547420673,135431,7079296
2017-03-23 18:29:57,14398,2807,844979544864018432,135431,7079296
2017-03-23 18:07:10,15972,3483,844973813909606400,135431,7079296
2017-03-23 00:18:10,40895,11211,844704788403113984,135431,7079296
2017-03-22 16:04:20,17391,3407,844580511645339650,135431,7079296
2017-03-21 16:26:50,14390,2378,844223788422217728,135431,7079296
2017-03-21 00:22:10,15958,3167,843981021012017153,135431,7079296
2017-03-20 16:08:44,22621,5009,843856843873095681,135431,7079296
2017-03-19 23:25:35,17857,2978,843604394117681152,135431,7079296
2017-03-18 22:59:54,22724,6577,843235543001513987,135431,7079296
2017-03-17 21:13:10,16095,3892,842846295480000512,135431,7079297
2017-03-17 15:51:22,7143,1386,842765311967449089,135431,7079297
2017-03-17 00:38:32,19145,3804,842535590457499648,135431,7079297
2017-03-16 00:00:07,25915,6303,842163532590374912,135431,7079297
2017-03-15 20:48:07,14842,3283,842115215311396866,135431,7079297
2017-03-15 02:10:39,0,16737,841833993020538882,135431,7079297
2017-03-14 16:01:03,27152,8428,841680585030541313,135431,7079297
2017-03-14 00:04:30,13395,3995,841439858740625411,135431,7079297
2017-03-13 16:08:50,20929,5906,841320156043304961,135431,7079297
2017-03-13 15:47:01,16830,5120,841314665196081154,135431,7079297
2017-03-13 00:02:39,24298,5771,841077006473256960,135431,7079297
2017-03-12 03:07:56,0,1914,840761248237133825,135431,7079297
2017-03-12 00:59:17,0,17665,840728873075638272,135431,7079297
2017-03-11 22:59:09,191,3,840698636975636481,135431,7079297
2017-03-11 22:51:24,13050,1077,840696689258311684,135431,7079297
2017-03-11 18:35:42,9525,1914,840632337062862849,135431,7079297
2017-03-11 01:15:58,17468,4969,840370681858686976,135431,7079297
2017-03-10 18:27:58,20454,6248,840268004936019968,135431,7079297
2017-03-10 00:04:21,14252,2508,839990271299457024,135431,7079297
2017-03-08 18:52:12,29224,8480,839549326359670784,135431,7079297
2017-03-08 01:44:07,0,155,839290600511926273,135431,7079297
2017-03-07 22:22:32,28895,7162,839239871831150596,135431,7079297
2017-03-07 03:22:35,20848,4348,838952994649550848,135431,7079297
2017-03-07 01:17:48,11876,2266,838921590096166913,135431,7079297
2017-03-07 00:57:32,0,37,838916489579200512,135431,7079297
2017-03-06 19:21:35,0,12113,838831947270979586,135431,7079297
2017-03-06 01:26:54,11597,1447,838561493054533637,135431,7079297
2017-03-05 19:48:43,24055,5267,838476387338051585,135431,7079297
2017-03-05 01:36:26,0,11062,838201503651401729,135431,7079297
2017-03-04 22:12:52,1787,358,838150277551247360,135431,7079297
2017-03-04 17:56:49,149,0,838085839343206401,135431,7079297
2017-03-04 17:49:08,18761,3446,838083903487373313,135431,7079297
2017-03-04 00:21:08,36391,8616,837820167694528512,135431,7079297
2017-03-03 01:58:22,4081,484,837482249356513284,135431,7079297
2017-03-03 01:14:41,13619,2528,837471256429613056,135431,7079297
2017-03-02 18:17:34,22497,5795,837366284874571778,135431,7079297
2017-03-02 01:20:01,17039,2622,837110210464448512,135431,7079297
2017-03-01 17:22:13,13555,2511,836989968035819520,135431,7079297
2017-03-01 01:42:39,20479,5054,836753516572119041,135431,7079297
2017-02-28 20:41:37,13426,2435,836677758902222849,135431,7078983
2017-02-28 18:46:45,0,607,836648853927522308,135431,7079297
2017-02-28 02:09:08,0,30234,836397794269200385,135431,7079297
2017-02-28 01:00:19,15691,3228,836380477523124226,135431,7079298
2017-02-27 17:01:56,22655,4695,836260088725786625,135431,7079298
2017-02-26 23:52:43,20362,4707,836001077879255040,135431,7079298
2017-02-26 02:57:52,0,8969,835685285446955009,135431,7079298
2017-02-25 19:37:50,18974,3975,835574547218894849,135431,7079298
2017-02-25 17:06:32,0,1867,835536468978302976,135431,7079298
2017-02-25 02:03:02,0,23077,835309094223372289,135431,7079298
2017-02-25 01:18:40,17474,3280,835297930240217089,135431,7079298
2017-02-24 23:04:14,8280,1867,835264098648616962,135431,7079298
2017-02-24 21:54:03,2225,80,835246439529840640,135431,7079298
2017-02-24 17:01:22,27848,6300,835172783151792128,135431,7079298
2017-02-24 15:40:31,23951,3321,835152434251116546,135431,7079298
2017-02-24 01:03:08,11563,1810,834931633769889797,135431,7079298
2017-02-23 15:25:23,22523,5992,834786237630337024,135431,7079298
2017-02-23 01:22:14,14619,2787,834574053763584002,135431,7079298
2017-02-22 18:59:48,0,11718,834477809192075265,135431,7079299
2017-02-22 17:41:18,10264,1836,834458053273591808,135431,7079299
2017-02-22 01:14:30,21994,5270,834209720923721728,135431,7079299
2017-02-21 22:26:07,16814,3988,834167344700198914,135431,7079299
2017-02-21 17:18:39,10725,2342,834089966724603904,135431,7079299
2017-02-21 17:04:24,13935,2429,834086379323871233,135431,7079299
2017-02-21 02:17:06,14321,2647,833863086058651648,135431,7079299
2017-02-20 23:50:09,16372,3777,833826103416520705,135431,7079299
2017-02-20 17:37:34,0,239,833732339549220864,135431,7079299
2017-02-20 17:00:04,22057,3521,833722901757046785,135431,7079299
2017-02-20 00:53:27,15887,2273,833479644947025920,135431,7079299
2017-02-19 01:23:00,21585,5326,833124694597443584,135431,7079299
2017-02-18 17:00:10,14224,2438,832998151111966721,135431,7079299
2017-02-18 01:50:19,0,41,832769181346996225,135431,7079299
2017-02-18 01:03:09,17978,3981,832757312314028032,135431,7079299
2017-02-17 20:05:43,12701,3230,832682457690300417,135431,7079299
2017-02-17 17:38:57,3119,573,832645525019123713,135431,7079299
2017-02-17 17:01:29,16960,3078,832636094638288896,135431,7079299
2017-02-17 01:13:34,12776,2457,832397543355072512,135431,7079299
2017-02-16 23:23:38,18332,3508,832369877331693569,135431,7079299
2017-02-16 17:00:25,12091,2570,832273440279240704,135431,7079299
2017-02-16 13:11:49,0,6817,832215909146226688,135431,7079299
2017-02-16 13:11:05,0,10327,832215726631055365,135431,7079300
2017-02-16 04:45:50,71,2,832088576586297345,135431,7079300
2017-02-16 01:34:34,0,10713,832040443403784192,135431,7079300
2017-02-16 01:04:13,19111,5136,832032802820481025,135431,7079300
2017-02-15 18:54:34,25674,6773,831939777352105988,135431,7079300
2017-02-15 18:03:45,364,36,831926988323639298,135431,7079300
2017-02-15 17:02:36,29585,7191,831911600680497154,135431,7079300
2017-02-15 01:04:21,11177,1999,831670449226514432,135431,7079300
2017-02-14 23:43:18,7684,2156,831650051525054464,135431,7079300
2017-02-14 17:17:22,9642,2535,831552930092285952,135431,7079300
2017-02-14 02:02:51,9810,1678,831322785565769729,135431,7079300
2017-02-14 01:35:49,6971,1229,831315979191906304,135431,7079300
2017-02-14 01:09:44,12536,2685,831309418084069378,135431,7079300
2017-02-13 22:03:49,12757,2264,831262627380748289,135431,7079300
2017-02-13 01:46:03,8539,1658,830956169170665475,135431,7079300
2017-02-12 01:04:29,71640,18595,830583320585068544,135431,7079300
2017-02-10 21:54:58,0,6301,830173239259324417,135431,7079300
2017-02-10 16:53:37,10525,3330,830097400375152640,135431,7079300
2017-02-10 02:25:42,0,5546,829878982036299777,135431,7079300
2017-02-10 01:15:49,13117,2167,829861396166877184,135431,7079300
2017-02-09 01:27:41,33987,11718,829501995190984704,135431,7079300
2017-02-08 22:00:52,11211,2247,829449946868879360,135431,7079300
2017-02-08 17:00:26,37129,10300,829374341691346946,135431,7079300
2017-02-08 01:35:19,26293,8200,829141528400556032,135431,7079300
2017-02-07 17:00:28,56802,17931,829011960981237760,135431,7079300
2017-02-07 03:04:22,0,3753,828801551087042563,135431,7079300
2017-02-07 01:00:22,27413,6501,828770345708580865,135431,7079300
2017-02-06 20:55:28,39251,12396,828708714936930305,135431,7079300
2017-02-06 17:02:17,10200,1487,828650029636317184,135431,7079300
2017-02-06 01:07:28,6734,1271,828409743546925057,135431,7079300
2017-02-06 01:03:14,8189,1412,828408677031882754,135431,7079300
2017-02-05 23:15:47,13537,2459,828381636999917570,135431,7079300
2017-02-05 22:55:23,7923,1178,828376505180889089,135431,7078986
2017-02-05 22:40:03,13441,3239,828372645993398273,135431,7079300
2017-02-05 21:56:51,2352,189,828361771580813312,135431,7079300
2017-02-05 01:04:17,12624,3165,828046555563323392,135431,7079300
2017-02-04 22:45:42,11119,2370,828011680017821696,135431,7079300
2017-02-04 17:34:40,21621,5778,827933404142436356,135431,7079300
2017-02-03 23:04:02,16578,3322,827653905312006145,135431,7079300
2017-02-03 19:31:54,7963,1046,827600520311402496,135431,7079300
2017-02-03 01:16:53,17059,3391,827324948884643840,135431,7079300
2017-02-02 17:00:17,11356,2481,827199976799354881,135431,7079300
2017-02-02 01:01:21,23206,5546,826958653328592898,135431,7079300
2017-02-01 17:44:55,39230,11356,826848821049180160,135431,7079300
2017-02-01 02:17:19,0,4361,826615380357632002,135431,7079300
2017-02-01 01:11:25,5499,281,826598799820865537,135431,7079300
2017-02-01 01:09:42,10820,2594,826598365270007810,135431,7079300
2017-01-31 17:06:32,19783,4648,826476773533745153,135431,7079300
2017-01-31 01:27:39,14251,2871,826240494070030336,135431,7079300
2017-01-30 23:05:46,5237,1037,826204788643753985,135431,7079300
2017-01-30 17:10:04,16849,3472,826115272272650244,135431,7079300
2017-01-30 01:21:19,11253,2068,825876512159186944,135431,7079300
2017-01-29 22:15:05,13698,2756,825829644528148480,135431,7079300
2017-01-29 02:44:34,55971,19076,825535076884762624,135431,7079300
2017-01-28 01:04:51,19683,5069,825147591692263424,135431,7079300
2017-01-27 23:16:13,0,1431,825120256414846976,135431,7079300
2017-01-27 17:04:02,6841,1431,825026590719483904,135431,7079300
2017-01-27 01:49:15,0,6088,824796380199809024,135431,7079300
2017-01-27 00:24:48,16109,3918,824775126675836928,135431,7079300
2017-01-26 17:02:56,10838,1930,824663926340194305,135431,7079300
2017-01-25 18:38:36,12667,11525,824325613288833024,135431,7079300
2017-01-25 16:45:05,16181,4286,824297048279236611,135431,7079300
2017-01-24 22:44:42,5139,655,824025158776213504,135431,7079300
2017-01-24 17:04:50,11483,3011,823939628516474880,135431,7079300
2017-01-24 02:28:08,0,12492,823719002937630720,135431,7079300
2017-01-24 01:08:40,13539,2681,823699002998870016,135431,7079300
2017-01-23 17:20:14,14041,2945,823581115634085888,135431,7079300
2017-01-23 00:56:15,753,29,823333489516937216,135431,7079300
2017-01-23 00:13:17,16963,4471,823322678127919110,135431,7079300
2017-01-22 20:42:21,0,10959,823269594223824897,135431,7079300
2017-01-22 01:12:59,18651,3820,822975315408461824,135431,7079300
2017-01-21 18:26:02,142690,48827,822872901745569793,135431,7079300
2017-01-21 17:31:20,14227,2539,822859134160621569,135431,7079300
2017-01-21 03:29:14,0,7123,822647212903690241,135431,7079301
2017-01-21 01:02:48,15916,3295,822610361945911296,135431,7079301
2017-01-20 17:00:46,19562,7123,822489057087389700,135431,7079301
2017-01-20 15:17:01,30791,16391,822462944365645825,135431,7079301
2017-01-20 00:50:15,37800,10959,822244816520155136,135431,7079301
2017-01-19 19:25:24,0,5357,822163064745328640,135431,7079301
2017-01-19 01:04:45,12257,2609,821886076407029760,135431,7079301
2017-01-18 20:16:54,0,3718,821813639212650496,135431,7079301
2017-01-18 17:07:18,9095,1852,821765923262631936,135431,7079301
2017-01-18 01:01:34,8641,1963,821522889702862852,135431,7079301
2017-01-17 18:17:58,0,6220,821421320206483457,135431,7079301
2017-01-17 17:21:47,12709,4853,821407182352777218,135431,7079301
2017-01-17 00:33:26,276,10,821153421864615936,135431,7079301
2017-01-17 00:18:04,9430,2243,821149554670182400,135431,7079301
2017-01-16 21:32:06,10372,2374,821107785811234820,135431,7079301
2017-01-16 17:20:45,13650,2550,821044531881721856,135431,7079301
2017-01-16 03:37:31,0,7450,820837357901512704,135431,7079301
2017-01-15 21:49:15,34093,11062,820749716845686786,135431,7079301
2017-01-15 17:52:40,13175,3586,820690176645140481,135431,7079301
2017-01-15 04:56:16,0,633,820494788566847489,135431,7079301
